name;WoSline;author;title;journal;year
BONNET_J(2017)33:294;27934;Bonnet, JL; Making the mission visible: altmetrics and nontraditional publishing;DIGIT LIBR PERSPECT;2017
WONG_E(2017)33:305;28003;Wong, EY; PlumX: a tool to showcase academic profile and distinction;DIGIT LIBR PERSPECT;2017
STARBUCK_E(2017)33:314;28065;Starbuck, E; Altmetric scores: short-term popularity or long-term scientific importance;DIGIT LIBR PERSPECT;2017
COOMBS_S(2017)33:324;28120;Coombs, SK; The Leiden Manifesto under review: what libraries can learn from it;DIGIT LIBR PERSPECT;2017
SYAMILI_C(2017)11:103;28186;Syamili, C; Do altmetric correlate with citation? : A study based on PLOS ONE journal;COLLNET J SCIENTOMET;2017
CASSELLA_M(2017)57:79;28242;Cassella, M; The alternative valuation: altmetrics and around;AIB STUD;2017
HE_L(2017)35:332;28312;He, L; Do usage counts of scientific data make sense? An investigation of the Dryad repository;LIBR HI TECH;2017
WILLIAMS_A(2017)41:311;28402;Williams, AE; Altmetrics: an overview and evaluation;ONLINE INFORM REV;2017
NA_J(2017)41:337;28454;Na, JC; Content analysis of scholarly discussions of psychological academic articles on Facebook;ONLINE INFORM REV;2017
THELWALL_M(2017)69:174;28538;Thelwall, M; Are Mendeley reader counts high enough for research evaluations when articles are published?;ASLIB J INFORM MANAG;2017
ALI_M(2017)51:152;28636;Ali, MY; Pakistani LIS scholars' altmetrics in ResearchGate;PROGRAM-ELECTRON LIB;2017
MARICATO_J(2017)27:137;28763;Maricato, JD; ALTMETRICS IMPACT: aspects observed with profiles analyzes on Facebook and Twitter;INFORM SOC-ESTUD;2017
WEBSTER_B(2017)18:5;28818;Webster, BM; Principles to guide reliable and ethical research evaluation using metric-based indicators of impact;PERFORM MEAS METR;2017
CARPENTE_T(2017)18:9;28878;Carpenter, TA; Defining community recommended practice for altmetrics The NISO alternative metrics project completes its work;PERFORM MEAS METR;2017
KARANATS_D(2017)18:16;28940;Karanatsiou, D; Bibliometrics and altmetrics literature review Performance indicators and comparison analysis;PERFORM MEAS METR;2017
TATTERSA_A(2017)18:28;29056;Tattersall, A; Supporting the research feedback loop Why and how library and information professionals should engage with altmetrics to support research;PERFORM MEAS METR;2017
CHO_J(2017)18:38;29129;Cho, J; A comparative study of the impact of Korean research articles in four academic fields using altmetrics;PERFORM MEAS METR;2017
SHRIVAST_R(2017)18:52;29207;Shrivastava, R; An altmetric analysis of ResearchGate profiles of physics researchers A study of University of Delhi (India);PERFORM MEAS METR;2017
POOLADIA_A(2017)18:67;29286;Pooladian, A; Twenty years of readership of library and information science literature under Mendeley's microscope;PERFORM MEAS METR;2017
TAMMARO_A(2017)18:88;29356;Tammaro, AM; Meaningful Metrics: A 21st Century Librarian's Guide to Bibliometrics, Altmetrics, and Research Impact;PERFORM MEAS METR;2017
HTOO_T(2017)41:235;29468;Htoo, THH; Disciplinary differences in altmetrics for social sciences;ONLINE INFORM REV;2017
JEONG_S(2017)34:230;29556;Jeong, SH; Altmetrics: A Practical Guide for Librarians, Researchers and Academics;TECH SERV Q;2017
LAZAROIU_G(2017)49:309;29593;Lazaroiu, G; What do altmetrics measure? Maybe the broader impact of research on society;EDUC PHILOS THEORY;2017
AAEN-STO_C(2017)78:114;29654;Aaen-Stockdale, C; Altmetrics: A Practical Guide for Librarians, Researchers and Academics.;COLL RES LIBR;2017
ARAUJO_R(2017)7:81;29697;Araujo, R; Top Altmetric Scores in the Parkinson's Disease Literature;J PARKINSON DIS;2017
BAILEY_C(2017):297;29785;Bailey, C; Exploring Features for Predicting Policy Citations;ACM-IEEE J CONF DIG;2017
DOSREIS_J(2017)23:213;29853;dos Reis, JE; Incipiency of visualization of bibliometric and altmetric indicators in Brazilian Institutional Repositories;EM QUESTAO;2017
BORBA_V(2017)23:290;29935;Borba, VD;" Term analysis of ""Institutional Repository"" on Twitter: an altmetric study";EM QUESTAO;2017
KALE_B(2017):389;30006;Kale, B; Predicting Research that will be Cited in Policy Documents;*****;2017
JANA_S(2016):845;30071;Jana, S; Towards designing the Indicator for Scholarly Academic Research Impact based on h-index;QUAL QUANT METHODS L;2016
HOSSSEIN_E(2016)21:R581;30114;Hossseini, E; Altmetrics for information professionals: past, present and future;INFORM RES;2016
WIMMER_E(2016)32:401;30154;Wimmer, EN; Understanding Research Impact: A Review of Existing and Emerging Tools for Nursing;J PROF NURS;2016
XIA_F(2016)11:0165997;30244;Xia, F; Bibliographic Analysis of Nature Based on Twitter and Facebook Altmetrics Data;PLOS ONE;2016
BORNMANN_L(2016)109:1477;30325;Bornmann, L; Policy documents as sources for measuring societal impact: how often is climate change research mentioned in policy-related documents?;SCIENTOMETRICS;2016
EBRAHIMY_S(2016)109:1497;30437;Ebrahimy, S; Path analysis of the relationship between visibility and citation: the mediating roles of save, discussion, and recommendation metrics;SCIENTOMETRICS;2016
SNIJDER_R(2016)109:1855;30535;Snijder, R; Revisiting an open access monograph experiment: measuring citations and tweets 5 years later;SCIENTOMETRICS;2016
MAS-BLED_A(2016)109:2007;30620;Mas-Bleda, A; Can alternative indicators overcome language biases in citation counts? A comparison of Spanish and UK research;SCIENTOMETRICS;2016
THELWALL_M(2016)67:3036;30792;Thelwall, M; Mendeley readership counts: An investigation of temporal and disciplinary differences;J ASSOC INF SCI TECH;2016
BORNMANN_L(2016)67:3064;30907;Bornmann, L; Overlay maps based on Mendeley data: The use of altmetrics for readership networks;J ASSOC INF SCI TECH;2016
LAVRIK_O(2016)24:234;30983;Lavrik, OL; MATERIALS OF CORRESPONDENCE CONFERENCES AS A MEANS OF SCIENTIFIC COMMUNICATION;VESTN TOMSK GOS U KU;2016
RODRIGUE_M(2016)141:101;31030;Rodriguez, M; Altmetrics: A Practical Guide for Librarians, Researchers and Academics;LIBR J;2016
PEOPLES_B(2016)11:0166570;31065;Peoples, BK; Twitter Predicts Citation Rates of Ecological Research;PLOS ONE;2016
FEIST_G(2016)11:893;31159;Feist, GJ; Intrinsic and Extrinsic Science: A Dialectic of Scientific Fame;PERSPECT PSYCHOL SCI;2016
POOLADIA_A(2016)10:1135;31235;Pooladian, A; A longitudinal study of the bookmarking of library and information science literature in Mendeley;J INFORMETR;2016
GORRAIZ_J(2016)25:901;31299;Gorraiz, J; INDIVIDUAL BIBLIOMETRIC ASSESSMENT AT UNIVERSITY OF VIENNA: FROM NUMBERS TO MULTIDIMENSIONAL PROFILES;PROF INFORM;2016
SMITH_D(2016)72:2654;31394;Smith, DR; Career development tips for today's nursing academic: bibliometrics, altmetrics and social media;J ADV NURS;2016
WANG_X(2016)109:917;31507;Wang, XW; Usage patterns of scholarly articles on Web of Science: a study on Web of Science usage count;SCIENTOMETRICS;2016
KEATHLEY_H(2016)109:927;31601;Keathley-Herring, H; Assessing the maturity of a research area: bibliometric review and proposed framework;SCIENTOMETRICS;2016
ERDT_M(2016)109:1117;31718;Erdt, M; Altmetrics: an analysis of the state-of-the-art in measuring research impact on social media;SCIENTOMETRICS;2016
THELWALL_M(2016)109:1341;31912;Thelwall, M; Are citations from clinical trials evidence of higher impact research? An analysis of ClinicalTrials.gov;SCIENTOMETRICS;2016
ORTEGA_J(2016)109:1353;32001;Ortega, J; To be or not to be on Twitter, and its relationship with the tweeting and citation of research papers;SCIENTOMETRICS;2016
WANG_X(2016)109:1365;32078;Wang, XW; Tracking the digital footprints to scholarly articles from social media;SCIENTOMETRICS;2016
DOMNINA_T(2016)43:241;32157;Domnina, TN; A Megajournal as a New Type of Scientific Publication;SCI TECH INF PROCESS;2016
SCOTTI_V(2016)31:E451;32221;Scotti, V; Novel bibliometric scores for evaluating research quality and output: a correlation study with established indexes;INT J BIOL MARKER;2016
PINHO-CO_L(2016)63:390;32303;Pinho-Costa, L; Healthcare hashtag index development: Identifying global impact in social media;J BIOMED INFORM;2016
GONZALEZ_C(2016)29:229;32407;Gonzalez-Valiente, CL; A review of altmetrics as an emerging discipline for research evaluation;LEARN PUBL;2016
VANTI_N(2016)28:349;32499;Vanti, N; Altmetrics: Social media metrics for a more democratic science;TRANSINFORMACAO;2016
D'ANTONI_S(2016)25:747;32576;D'Antonio-Maceiras, S; Sleeping beauties analysis: A reflection from the solutionism perspective;PROF INFORM;2016
PFERSCHY_E(2016)21:molecules21091247;32692;Pferschy-Wenzig, EM; Does a Graphical Abstract Bring More Visibility to Your Paper?;MOLECULES;2016
CALABUIG_J(2016)108:1425;32754;Calabuig, JM; Vector-valued impact measures and generation of specific indexes for research assessment;SCIENTOMETRICS;2016
ARAUJO_R(2016)22:184;32834;Araujo, RF; Thematic orientation and correlation coefficient for comparison between altmetric data and citations: an analysis of the journal Datagramazero;EM QUESTAO;2016
HALEVI_G(2016)32:187;32904;Halevi, G; The Complexity of Measuring the Impact of Books;PUBLISH RES Q;2016
CARPENTE_T(2016)252:;32962;Carpenter, T; Trusting altmetrics: updates from NISO's recommended practices;ABSTR PAP AM CHEM S;2016
GUNN_W(2016)252:;32994;Gunn, W; Tell the full story of your research with altmetrics;ABSTR PAP AM CHEM S;2016
HARTINGS_M(2016)252:;33026;Hartings, M; Is that a wart or a beauty mark? An altmetrics analysis of an assistant professor's scholarly activity;ABSTR PAP AM CHEM S;2016
LANG_J(2016)252:;33062;Lang, J; Altmetrics: What has been the impact on ACS Publications?;ABSTR PAP AM CHEM S;2016
RAUH_A(2016)252:;33094;Rauh, A; Altmetrics in the library;ABSTR PAP AM CHEM S;2016
ZOLLER_D(2016)10:732;33126;Zoller, D; Posted, visited, exported: Altmetrics in the social tagging system BibSonomy;J INFORMETR;2016
BORNMANN_L(2016)10:776;33234;Bornmann, L; Normalization of Mendeley reader impact on the reader- and paper-side: A comparison of the mean discipline normalized reader score (MDNRS) with the mean normalized reader score (MNRS) and bare reader counts;J INFORMETR;2016
MIRO_O(2016)28:211;33334;Miro, O; Research quality in the face of political disdain;EMERGENCIAS;2016
MOORE_A(2016)38:713;33396;Moore, A;" Altmetrics: Just measuring the ""buzz""?";BIOESSAYS;2016
THELWALL_M(2016)67:1962;33434;Thelwall, M; Mendeley Readership Altmetrics for Medical Articles: An Analysis of 45 Fields;J ASSOC INF SCI TECH;2016
GUMPENBE_C(2016)108:977;33541;Gumpenberger, C; The ecstasy and the agony of the altmetric score;SCIENTOMETRICS;2016
POLONIOL_A(2016)108:987;33603;Polonioli, A; Metrics, flawed indicators, and the case of philosophy journals;SCIENTOMETRICS;2016
WATSON_R(2016)3:124;33662;Watson, R; What are Altmetrics and why would anyone be interested?;NURS OPEN;2016
ABRIZAH_A(2016)29:165;33702;Abrizah, A; Not so different after all: Malaysian researchers' cross-discipline view of quality and trustworthiness in citation practices;LEARN PUBL;2016
DALY_J(2016)48:399;33789;Daly, JM; Making sense of altmetrics;EQUINE VET J;2016
THELWALL_M(2016)108:337;33833;Thelwall, M; Interpreting correlations between citation counts and other indicators;SCIENTOMETRICS;2016
HAUSTEIN_S(2016)108:413;33927;Haustein, S; Grand challenges in altmetrics: heterogeneity, data quality and dependencies;SCIENTOMETRICS;2016
BLACKMAN_L(2016)33:3;34032;Blackman, L; Social Media and the Politics of Small Data: Post Publication Peer Review and Academic Value;THEOR CULT SOC;2016
HEUVEL_J(2016)5:13620;34121;Heuvel, JPV; Registered report: Systematic identification of genomic markers of drug sensitivity in cancer cells;ELIFE;2016
JABUR_N(2016):335;34186;Jabur, NH; Altmetrics as alternative tool for measuring the impact of scholarly documents based on readers attention: A Comparative Study;QUAL QUANT METHODS L;2016
TENOPIR_C(2016):365;34237;Tenopir, C; Beyond the Download: Issues in Developing a Secondary Usage Calculator;QUAL QUANT METHODS L;2016
HOSSSEIN_E(2016)21:R561;34304;Hossseini, E; Meaningful metrics: a 21-st century librarian's guide to bibliometrics, altmetrics, and research impact;INFORM RES;2016
NELHANS_G(2016)21:SM2;34346;Nelhans, G; Twitter conversation patterns related to research papers;INFORM RES;2016
MIRO_O(2016)17:34;34420;Miro, O; Presence and relevance of the scientific journals published in Spanish included in Journal Citation Reports;PANACEA;2016
TATTERSA_A(2016)33:89;34499;Tattersall, A; Big Data - What is it and why it matters;HEALTH INFO LIBR J;2016
KOLAHI_J(2016)220:569;34550;Kolahi, J; Altmetric: Top 50 dental articles in 2014;BRIT DENT J;2016
FERNANDE_I(2016)28:153;34631;Fernandez-Guerrero, IM; Productivity of Spanish emergency physicians: comparison of the 5-year periods 2010-2014 and 2005-2009;EMERGENCIAS;2016
BORNMANN_L(2016)107:1405;34752;Bornmann, L; How to normalize Twitter counts? A first attempt based on journals in the Twitter Index;SCIENTOMETRICS;2016
ZHOU_Q(2016)107:1435;34845;Zhou, QQ; Measuring book impact based on the multi-granularity online review mining;SCIENTOMETRICS;2016
POPLASEN_L(2016):451;34942;Poplasen, LM; Altmetric and Bibliometric Scores: Does Open Access Matter?;QUAL QUANT METHODS L;2016
FOX_C(2016)5:003088;35000;Fox, CS; Randomized Controlled Trial of Social Media: Effect of Increased Intensity of the Intervention;J AM HEART ASSOC;2016
ORDUNA-M_E(2016)25:485;35075;Orduna-Malea, E; THE NEXT BIBLIOMETRICS: ALMETRICS (AUTHOR LEVEL METRICS) AND THE MULTIPLE FACES OF AUTHOR IMPACT;PROF INFORM;2016
FERER_E(2016)77:397;35152;Ferer, E; Meaningful Metrics: A 21st-Century Librarian's Guide to Bibliometrics, Altmetrics, and Research Impact;COLL RES LIBR;2016
PETERS_I(2016)107:723;35193;Peters, I; Research data explored: an extended analysis of citations and altmetrics;SCIENTOMETRICS;2016
MOHAMMAD_E(2016)67:1198;35307;Mohammadi, E; Can Mendeley bookmarks reflect readership? A survey of user motivations;J ASSOC INF SCI TECH;2016
CASTELLA_C(2016)29:89;35425;Castella, CO; The challenges facing library and information science journals: Editors' opinions;LEARN PUBL;2016
GRASS_R(2016)62:1104;35502;Grass, RN; The dissipation rate of news in online mass media evaluated by chemical engineering and process control tools;AICHE J;2016
HOFFMANN_C(2016)67:765;35582;Hoffmann, CP; A relational altmetric? Network centrality on ResearchGate as an indicator of scientific impact;J ASSOC INF SCI TECH;2016
THELWALL_M(2016)67:960;35697;Thelwall, M; Guideline references and academic citations as evidence of the clinical value of health research;J ASSOC INF SCI TECH;2016
BORNMANN_L(2016)67:1016;35778;Bornmann, L; What do altmetrics counts mean? A plea for content analyses;J ASSOC INF SCI TECH;2016
SHARMA_V(2016)5:11414;35822;Sharma, V; Registered Report: COT drives resistance to RAF inhibition through MAP kinase pathway reactivation;ELIFE;2016
RICHARSO_A(2016)5:10860;35899;Richarson, AD; Registered report: IDH mutation impairs histone demethylation and results in a block to cell differentiation;ELIFE;2016
ROUHI_S(2016)251:;35976;Rouhi, S; Quest to find broader impact: How funding bodies are using altmetrics to evaluate funded research and grant applications;ABSTR PAP AM CHEM S;2016
ORDUNA-M_E(2016)25:303;36009;Orduna-Malea, E; ResearchGate as a source for scientific evaluation: revealing its bibliometric applications;PROF INFORM;2016
BARBIC_D(2016)23:251;36069;Barbic, D; An Analysis of Altmetrics in Emergency Medicine;ACAD EMERG MED;2016
PHELPS_M(2016)5:12470;36168;Phelps, M; Registered report: Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs;ELIFE;2016
FIEHN_O(2016)5:12626;36244;Fiehn, O; Registered report: The common feature of leukemia-associated IDH1 and IDH2 mutations is a neomorphic enzyme activity converting alpha-ketoglutarate to 2-hydroxyglutarate;ELIFE;2016
HAVEN_B(2016)5:09462;36314;Haven, B; Registered report: A chromatin-mediated reversible drug-tolerant state in cancer cell subpopulations;ELIFE;2016
SHARMA_V(2016)5:11566;36399;Sharma, V; Registered report: Diverse somatic mutation patterns and pathway alterations in human cancers;ELIFE;2016
BHARGAVA_A(2016)5:11999;36500;Bhargava, A; Registered report: Kinase-dead BRAF and oncogenic RAS cooperate to drive tumor progression through CRAF;ELIFE;2016
BHARGAVA_A(2016)5:09976;36572;Bhargava, A; Registered report: RAF inhibitors prime wild-type RAF to activate the MAPK pathway and enhance growth;ELIFE;2016
REPASS_J(2016)5:10012;36641;Repass, J; Registered report: Fusobacterium nucleatum infection is prevalent in human colorectal carcinoma;ELIFE;2016
CROWSTON_K(2016)17:29;36718;Crowston, K;" Response to ""Ideational Influence, Connectedness, and Venue Representation: Making an Assessment of Scholarly Capital""";J ASSOC INF SYST;2016
CUELLAR_M(2016)17:34;36762;Cuellar, MJ;" Rejoinder to the Response to ""The Scholarly Capital Model""";J ASSOC INF SYST;2016
HAUNSCHI_R(2016)10:62;36816;Haunschild, R; Normalization of Mendeley reader counts for impact assessment;J INFORMETR;2016
GORRAIZ_J(2016)10:98;36906;Gorraiz, J; Availability of digital object identifiers (DOIs) in Web of Science and Scopus;J INFORMETR;2016
YU_M(2016)55:1001;36988;Yu, MC; Research Gate: An effective altmetric indicator for active researchers?;COMPUT HUM BEHAV;2016
LESNIK_J(2016)5:07383;37079;Lesnik, J; Registered report: Melanoma exosomes educate bone marrow progenitor cells toward a pro-metastatic phenotype through MET;ELIFE;2016
ZEMSKOV_A(2016):5;37142;Zemskov, A; Bibliometry in libraries;NAUCHNYE TEK BIBL;2016
EVERS_J(2016)31:1;37183;Evers, JLH; Altmetrics, huh?;HUM REPROD;2016
VALEEV_D(2016):33;37223;Valeev, DK; SCIENTIFIC PAPER AND SCIENTOMETRIC INDICATORS;*****;2016
ALONSO-A_J(2016)12:14;37271;Alonso-Arevalo, J; Altmetrics and scientific literacy;BIBL-AN INVESTIG;2016
SHAW_C(2016)17:252;37319;Shaw, CE; Publication rate of presentation abstracts presented at the Canadian Health Libraries Association (CHLA/ABSC) annual meetings from 2004-2009;PERFORM MEAS METR;2016
KIKKAWA_J(2016)10075:369;37396;Kikkawa, J; DOI Links on Wikipedia Analyses of English, Japanese, and Chinese Wikipedias;LECT NOTES COMPUT SC;2016
SHRIVAST_R(2016)117:229;37462;Shrivastava, R; Relationship between citation counts and Mendeley readership metrics A case of top 100 cited papers in Physics;NEW LIB WORLD;2016
BLYTHE_K(2016)42:321;37542;Blythe, K; Reports of Conferences, Institutes, and Seminars;SERIALS REV;2016
LAGACE_N(2016)42:337;37599;Lagace, N; NISO Releases Recommended Practice Covering Outputs of Its Multiyear Project in Alternative Assessment Metrics;SERIALS REV;2016
ALVAREZ-_B(2016)39:1352;37640;Alvarez-Bornstein, B; Researchers' communication on Twitter. A virtual ethnography in the area of information science;REV ESP DOC CIENT;2016
TRAN_C(2016)11:16;37712;Tran, C; Measuring Scholarly Productivity of Long Island Educational Institutions: Using Web of Science and Scopus as a Tool;EVID BASED LIB INF P;2016
MALONE_T(2016)11:34;37797;Malone, T; Academic Librarians' Knowledge of Bibliometrics and Altmetrics;EVID BASED LIB INF P;2016
DANIEL_D(2016)11:99;37884;Daniel, D; Journal Articles are the Most Widely Used Information Resource for Research and Teaching in all Academic Disciplines;EVID BASED LIB INF P;2016
TIMILSIN_M(2016):1388;37933;Timilsina, M; Towards Predicting Academic Impact from Mainstream News and Weblogs: A Heterogeneous Graph Based Approach;*****;2016
GONZALEZ_N(2016)7:143;37987;Gonzalez-Fernandez-Villavicencio, N; One metric does not tell the whole story of scientific production. I. Visibility;REV ORL;2016
GONZALEZ_N(2016)7:151;38040;Gonzalez-Fernandez-Villavicencio, N; One metric does not tell the whole story of scientific production. II. Publication;REV ORL;2016
GONZALEZ_N(2016)7:163;38086;Gonzalez-Fernandez-Villavicencio, N; One metric does not tell the whole story of scientific production. III. Management and conclusions;REV ORL;2016
ALONSO-A_J(2016)7:169;38134;Alonso-Arevalo, J; Altmetrics can not remain a alternative for a long time;REV ORL;2016
ALHOORI_H(2016):239;38189;Alhoori, H; How to Identify Specialized Research Communities Related to a Researcher's Changing Interests;ACM-IEEE J CONF DIG;2016
DEGREGOR_M(2016)9:391;38242;De Gregori, M; Does a research group increase impact on the scientific community or general public discussion? Alternative metric-based evaluation;J PAIN RES;2016
RYAN_K(2016)9:249;38321;Ryan, K; Academic freedom and the eye of power: the politics and poetics of open enclosures;J POLITICAL POWER;2016
ASNAFI_A(2016):131;38427;Asnafi, AR; A glance on presence of Shahid Beheshti University scholars in Research Gate;*****;2016
WARDLE_D(2016)9:1;38476;Wardle, DA; Why Altmetric scores should never be used to measure the merit of scientific publications (or 'how to tweet your way to honour and glory');IDEAS ECOL EVOL;2016
NAUKKARI_O(2016)8:30072;38518;Naukkarinen, O; Aesthetics in the age of digital humanities;J AESTHET CULT;2016
DIREITO-_S(2016):;38590;Direito-Rebollal, S; Altmetrics A measure of scientific impact on social networks;IBER CONF INF SYST;2016
BORNMANN_L(2016)21:13;38670;Bornmann, L; t factor: A metric for measuring impact on Twitter;MALAYS J LIBR INF SC;2016
BORNMANN_L(2016)40:529;38737;Bornmann, L; To what extent does the Leiden manifesto also apply to altmetrics? A discussion of the manifesto against the background of research into altmetrics;ONLINE INFORM REV;2016
AREVALO_J(2016)27:75;38852;Arevalo, JA; Almetrics: measuring the influence of the media on the social impact of research;CUAD DOC MULTIMED;2016
REED_K(2016)11:87;38914;Reed, K; Laying the Groundwork for a New Library Service: Scholar-Practitioner & Graduate Student Attitudes Toward Altmetrics and the Curation of Online Profiles;EVID BASED LIB INF P;2016
ZUCCALA_A(2016)32:149;38975;Zuccala, A; Inciting the metric oriented humanist: Teaching bibliometrics in a faculty of humanities;EDUC INFORM;2016
BILJECKI_F(2016)30:1302;39103;Biljecki, F; A scientometric analysis of selected GIScience journals;INT J GEOGR INF SCI;2016
AGUILLO_I(2016)25:5;39320;Aguillo, IF; INFORMETRICS FOR LIBRARIANS: DESCRIBING THEIR IMPORTANT ROLE IN THE EVALUATION PROCESS;PROF INFORM;2016
TURBANTI_S(2016)56:41;39376;Turbanti, S; The visibility-and impact? - on the Web and within social networks: an overview of the main altmetrics tools;AIB STUD;2016
PARADEIS_C(2016)46:87;39451;Paradeise, C; THE EMERGENT ACTION FIELD OF METRICS: FROM RANKINGS TO ALTMETRICS;RES SOCIOL ORGAN-RES;2016
WILSON_V(2016)11:53;39569;Wilson, V; Research Methods: Altmetrics;EVID BASED LIB INF P;2016
THELWALL_M(2016)68:2;39607;Thelwall, M; Alternative metric indicators for funding scheme evaluations;ASLIB J INFORM MANAG;2016
PATEL_A(2016)66:E59;39731;Patel, A; Measuring research impact: bibliometrics, social media, altmetrics, and the BJGP;BRIT J GEN PRACT;2016
MAFLAHI_N(2016)67:191;39794;Maflahi, N; When are readership counts as useful as citation counts? Scopus versus Mendeley for LIS journals;J ASSOC INF SCI TECH;2016
HAUSTEIN_S(2016)67:232;39899;Haustein, S;" Tweets as impact indicators: Examining the implications of automated ""bot"" accounts on Twitter";J ASSOC INF SCI TECH;2016
DESROCHE_N(2016):477;39994;Desrochers, N; The reward (eco) system of science: More than the sum of its parts?;*****;2016
VANDENBE_P(2016):1081;40098;van den Besselaar, P; Predicting panel scores by linguistic analysis;*****;2016
TORRES-S_D(2016):1129;40161;Torres-Salinas, D; Can we use altmetrics at the institutional level? A case study analysing the coverage by research areas of four Spanish universities;*****;2016
NUREDINI_K(2016):1137;40232;Nuredini, K; Enriching the knowledge of altmetrics studies by exploring social media metrics for Economic and Business Studies journals;*****;2016
KE_Q(2016):1160;40292;Ke, Q; A Systematic Identification of Scientists on Twitter;*****;2016
ADUKU_K(2016):1165;40352;Aduku, KJ; Do Mendeley reader counts reflect the scholarly impact of conference papers? An investigation of Computer Science and Engineering fields;*****;2016
DIDEGAH_F(2016):1190;40426;Didegah, F; Comparing the characteristics of highly cited titles and highly alted titles;*****;2016
ZAHEDI_Z(2016):1196;40484;Zahedi, Z; What makes papers visible on social media? An analysis of various document characteristics;*****;2016
HAUNSCHI_R(2016):1200;40549;Haunschild, R; Normalization of Mendeley reader impact on the reader-and paper-side;*****;2016
KONKIEL_S(2016)2:57;40612;Konkiel, S; Altmetrics: diversifying the understanding of influential scholarship;PALGR COMMUN;2016
THELWALL_M(2016):337;40702;Thelwall, M; Webometrics and Altmetrics: Home Birth vs. Hospital Birth;*****;2016
MOED_H(2016):360;40791;Moed, HF; Altmetrics as Traces of the Computerization of the Research Process;*****;2016
HAUSTEIN_S(2016):372;40842;Haustein, S; Interpreting 'Altmetrics': Viewing Acts on Social Media through the Lens of Citation and Social Theories;*****;2016
OTTO_C(2015)101:1931;40998;Otto, CM; Heartbeat: Altmetrics and Cardiovascular Risk Factor Studies;HEART;2015
FERRER-S_A(2015)105:2089;41038;Ferrer-Sapena, A; Mathematical properties of weighted impact factors based on measures of prestige of the citing journals;SCIENTOMETRICS;2015
SOTUDEH_H(2015)105:2237;41130;Sotudeh, H; CiteULike bookmarks are correlated to citations at journal and author levels in library and information science;SCIENTOMETRICS;2015
KOUSHA_K(2015)24:724;41209;Kousha, K; WEB INDICATORS FOR RESEARCH EVALUATION. PART 3: BOOKS AND NON-STANDARD OUTPUTS;PROF INFORM;2015
SUITER_A(2015)41:814;41343;Suiter, AM; Supporting Scholars: An Analysis of Academic Library Websites' Documentation on Metrics and Impact;J ACAD LIBR;2015
WILLIAMS_D(2015)41:860;41443;Williams, DE; Meaningful Metrics: A 21st Century librarian's Guide to Bibliometrics, Altmetrics, and Research Impact;J ACAD LIBR;2015
TRUEGER_N(2015)66:549;41484;Trueger, NS; The Altmetric Score: A New Measure for Article-Level Dissemination and Impact;ANN EMERG MED;2015
SANGAM_S(2015)140:12;41573;Sangam, SL; Altmetrics explained;LIBR J;2015
HAUNSCHI_R(2015):32;41607;Haunschild, R; Networks of reader and country status: an analysis of Mendeley reader statistics;PEERJ COMPUT SCI;2015
ENIS_M(2015)140:30;41681;Enis, M; ALTMETRICS AMBASSADORS;LIBR J;2015
MOED_H(2015)66:1988;41713;Moed, HF; Multidimensional assessment of scholarly research impact;J ASSOC INF SCI TECH;2015
COSTAS_R(2015)66:2003;41845;Costas, R;" Do ""altmetrics"" correlate with citations? Extensive comparison of altmetric indicators with citations from a multidisciplinary perspective";J ASSOC INF SCI TECH;2015
MINGERS_J(2015)246:1;41933;Mingers, J; A review of theory and practice in scientometrics;EUR J OPER RES;2015
COWLEY_D(2015)4:08245;42232;Cowley, D; Registered report: A coding-independent function of gene and pseudogene mRNAs regulates tumour biology;ELIFE;2015
RHEE_J(2015)17:323;42329;Rhee, JS; High-Impact Articles-Citations, Downloads, and Altmetric Score;JAMA FACIAL PLAST SU;2015
KALI_A(2015)47:570;42373;Kali, A; Scientific impact and altmetrics;INDIAN J PHARMACOL;2015
THELWALL_M(2015)24:587;42416;Thelwall, M; WEB INDICATORS FOR RESEARCH EVALUATION. PART 1: CITATIONS AND LINKS TO ACADEMIC ARTICLES FROM THE WEB;PROF INFORM;2015
THELWALL_M(2015)24:607;42627;Thelwall, M; WEB INDICATORS FOR RESEARCH EVALUATION. PART 2: SOCIAL MEDIA METRICS;PROF INFORM;2015
GONZALEZ_C(2015)24:640;42774;Gonzalez-Diaz, C; Presence of Spanish universities on scientific digital social networks: case of communication studies;PROF INFORM;2015
NWAGWU_W(2015)41:669;42846;Nwagwu, WE; Back to the Beginning - The Journal is Dead, Long Live Science;J ACAD LIBR;2015
FUNG_J(2015)4:08997;43019;Fung, JJ; Registered report: Inhibition of BET recruitment to chromatin as an effective treatment for MLL-fusion leukemia;ELIFE;2015
ANDRAS_S(2015)156:1472;43110;Andras, S; Webometrics - on the occasion of the awarding of the Derek John de Solla Price Medal, 2015;ORVOSI HETILAP;2015
MOHAMMAD_E(2015)66:1832;43160;Mohammadi, E; Who Reads Research Articles? An Altmetrics Analysis of Mendeley User Categories;J ASSOC INF SCI TECH;2015
EVANS_J(2015)4:07301;43294;Evans, J; Registered report: Wnt activity defines colon cancer stem cells and is regulated by the microenvironment;ELIFE;2015
MORNINGS_J(2015)140:113;43372;Morningstar, J; Meaningful Metrics: A 21st Century Librarian's Guide to Bibliometrics, Altmetrics, and Research Impact.;LIBR J;2015
