name;WoSline;author;title;journal;year
GORELIK_V(2018)288:206;58917;Gorelik, V; Features of the Influence of the Technology of Vibration Simulators on the Physical and Functional Characteristics of the Female Handball Players of Adolescence and Early Youth Age in the Recovery Period;ADV SOC SCI EDUC HUM;2018
VILA_H(2020)20:180;58994;Vila, H; The relationship between effectiveness and throwing velocity in a handball match;INT J PERF ANAL SPOR;2020
NAVARRO_A(2018)18:151;59087;Navarro, A; Polar coordinate analysis in the study of positional attacks in beach handball;INT J PERF ANAL SPOR;2018
CORVILLO_M(2013)13:737;59179;Corvillo, M; URINARY EXCRETION OF STEROID HORMONES AFTER A FEMALE HANDBALL MATCH;REV INT MED CIENC AC;2013
PEREIRA_R(2020)63:800;59270;Pereira, R; Effects of a 16-week recreational team handball intervention on aerobic performance and cardiometabolic fitness markers in postmenopausal women: A randomized controlled trial;PROG CARDIOVASC DIS;2020
AGUILAR-_D(2012)12:729;59412;Aguilar-Martinez, D; THE EFFECT OF STRENGTH TRAINING ON THROWING VELOCITY IN TEAM HANDBALL;REV INT MED CIENC AC;2012
VANDEN_T(2004)18:388;59498;VANDEN, T; Effect of different training programs on the velocity of overarm throwing: A brief review;J STRENGTH COND RES;2004
HERMASSI_S(2015)29:2105;59568;Hermassi, S; COMPARISON OF IN-SEASON-SPECIFIC RESISTANCE VS. A REGULAR THROWING TRAINING PROGRAM ON THROWING VELOCITY, ANTHROPOMETRY, AND POWER PERFORMANCE IN ELITE HANDBALL PLAYERS;J STRENGTH COND RES;2015
BARENDRE_M(2011)25:575;59673;Barendrecht, M; NEUROMUSCULAR TRAINING IMPROVES KNEE KINEMATICS, IN PARTICULAR IN VALGUS ALIGNED ADOLESCENT TEAM HANDBALL PLAYERS OF BOTH SEXES;J STRENGTH COND RES;2011
ROMARATE_E(2020)34:2048;59775;Romaratezabala, E; Differences in Physical Performance According to the Competitive Level in Amateur Handball Players;J STRENGTH COND RES;2020
MAURELLI_O(2019)33:2778;59885;Maurelli, O; EFFECTS OF THE COMPETITIVE SEASON ON THE ISOKINETIC MUSCLE PARAMETERS CHANGES IN WORLD-CLASS HANDBALL PLAYERS;J STRENGTH COND RES;2019
ANDERSSO_S(2017)51:1073;59986;Andersson, SH; Preventing overuse shoulder injuries among throwing athletes: a cluster-randomised controlled trial in 660 elite handball players;BRIT J SPORT MED;2017
FLORES-R_J(2021)21:591;60100;Flores-Rodriguez, J; EMPTY GOAL: IT'S INFLUENCE ON THE MEN'S HANDBALL WORLD CHAMPIONSHIP 2019;REV INT MED CIENC AC;2021
KAYGUSUZ_A(2005)13:175;60159;Kaygusuz, A; The effects of different skill training on neuromuscular electric activity of the limbs in amateur sportsmen;ISOKINET EXERC SCI;2005
COCIC_D(2021)53:483;60228;Cocic, D; Reading the Future from Body Movements -Anticipation in Handball;J MOTOR BEHAV;2021
SA_P(2020)16:93;60383;Sa, P; The relative age in handball players in Portugal;E-BALONMANO COM;2020
FERREIRA_A(2018)14:35;60470;Ferreira, ALTD; The impact of a comprehensive approach on offensive game play performance in short Handball teaching-unit;E-BALONMANO COM;2018
PUEO_B(2017)16:450;60531;Pueo, B; Analysis of Time-Motion and Heart Rate in Elite Male and Female Beach Handball;J SPORT SCI MED;2017
GLOCKNER_A(2012)31:318;60645;Glockner, A; Network approaches for expert decisions in sports;HUM MOVEMENT SCI;2012
LASIERRA_G(2020)20:435;60757;Lasierra, G; IN-CONTEXT OBSERVATION OF ACTION LEVELS IN HANDBALL;REV INT MED CIENC AC;2020
AMIN_M(2021)28:724;60842;Amin, MN; Exercise-induced downregulation of serum interleukin-6 and tumor necrosis factor-alpha in Egyptian handball players;SAUDI J BIOL SCI;2021
BEATO_M(2021)12:732802;60963;Beato, M; Flywheel Training Periodization in Team Sports;FRONT PHYSIOL;2021
POTORA_C(2017)70:512;61061;Potora, CS; Pulse pressure amplification and aortic augmentation index in adolescent competitive handball players;MED SPORT;2017
UBAGO-GU_E(2017)6:213;61150;Ubago-Guisado, E; Influence of different sports on fat mass and lean mass in growing girls;J SPORT HEALTH SCI;2017
ANDRADE_M(2013)17:572;61275;Andrade, MS; Shoulder isokinetic profile of male handball players of the Brazilian National Team;BRAZ J PHYS THER;2013
DEBANNE_T(2017)62:15;61378;Debanne, T; Referee decision making from the point of view of male domination theories. A psycho-sociological approach in team handball;PSYCHOL FR;2017
MUNOZ_A(2020)11:genes11080933;61482;Munoz, A; Effects ofCYP1A2andADORA2AGenotypes on the Ergogenic Response to Caffeine in Professional Handball Players;GENES-BASEL;2020
FORETIC_N(2013)13:275;61615;Foretic, N; Empirical model for evaluating situational efficiency in top level handball;INT J PERF ANAL SPOR;2013
CRAIG_C(2015):188;61696;Craig, CM; NEW METHODS FOR STUDYING PERCEPTION AND ACTION COUPLING;ROUT INT HANDB;2015
PIC_M(2019)15:167;61769;Pic, M; TEMPORAL QUALITY OF RECORDS IN HANDBALL;E-BALONMANO COM;2019
KLITTMAN_S(2020)24:245;61864;Klittmann, S; Rehabilitation of an Instable Shoulder in a Handball Player Case Report;MANUELLE THER;2020
MENEZES_R(2021)93:0001-3765202120191179;61932;Menezes, RP; Handball in school: teaching of defensive contents;AN ACAD BRAS CIENC;2021
JAKOVLJE_B(2017)263:E169;62030;Jakovljevic, B; THE EFFECTS OF POLYPHENOL-RICH CHOKEBERRY JUICE ON REDOX STATUS IN ACTIVE HANDBALL PLAYERS: PRELIMINARY RESULTS FROM A RANDOMIZED, DOUBLE BLIND CONTROLLED STUDY;ATHEROSCLEROSIS;2017
KOGA_H(2010)42:95;62094;Koga, H; Reconstruction of the Mechanism for ACL Injury Among Female Basketball and Team Handball Players from Videotapes Using a Model-based Image Matching Technique;MED SCI SPORT EXER;2010
TOBIO_G(2019):427;62156;Tobio, GT; Design and approval of a survey to inform about decisions on training program contents in handball (CTP-H);RETOS-NUEV TEND EDUC;2019
MELETAKO_P(2010)10:221;62288;Meletakos, P; General trends in European men's handball: a longitudinal study;INT J PERF ANAL SPOR;2010
PALMER_T(2007)12:26;62354;Palmer, TG; Single-leg balance training: An intervention tool in the reduction of injuries;ATHLET THER TODAY;2007
FILAIRE_E(1996)74:274;62417;Filaire, E; Saliva cortisol, physical exercise and training: Influences of swimming and handball on cortisol concentrations in women;EUR J APPL PHYSIOL O;1996
KIM_C(2021)31:262;62497;Kim, C; Effect of the Perception of Knee Pain on Muscle Strength and Endurance among Elite Female Handball Players;PHYS MED REHAB KUROR;2021
MYKLEBUS_G(2013)47:476;62572;Myklebust, G; ACL injury incidence in female handball 10 years after the Norwegian ACL prevention study: important lessons learned;BRIT J SPORT MED;2013
BISCAIA_P(2018)13:179;62641;Biscaia, P; INFORMATION PROCESSING AND ANTICIPATION IN ELITE HANDBALL PLAYERS: FROM THE BEGINNING TO THE TOP LEVEL;REV IBEROAM PSICOL E;2018
WINKELMA_M(0):1943391;62775;Winkelmann, MT; The throwing shoulder in youth elite handball: adaptions of inferior but not anterior capsule thickness differ between the two sexes;RES SPORTS MED;0
BEDO_B(2020)77:52;62867;Bedo, BLS; The rapid recovery of vertical force propulsion production and postural sway after a specific fatigue protocol in female handball athletes;GAIT POSTURE;2020
OYTUN_M(2020)8:116321;62990;Oytun, M; Performance Prediction and Evaluation in Female Handball Players Using Machine Learning Models;IEEE ACCESS;2020
BJORNDAL_C(2018)13:533;63091;Bjorndal, CT; Successful and unsuccessful transitions to the elite level: The youth national team pathways in Norwegian handball;INT J SPORTS SCI COA;2018
JUSTIN_I(2013)45:252;63171;Justin, I; ARE TALLER HANDBALL GOALKEEPERS BETTER? CERTAIN CHARACTERISTICS AND ABILITIES OF SLOVENIAN MALE ATHLETES;KINESIOLOGY;2013
SIBILA_M(2009)33:1079;63253;Sibila, M; Position-Related Differences in Selected Morphological Body Characteristics of Top-Level Handball Players;COLLEGIUM ANTROPOL;2009
SCHORER_J(2010)41:107;63328;Schorer, J; Frequency of knowledge of results does not influence perceptual learning and retention in novices;INT J SPORT PSYCHOL;2010
CORVINO_M(2014)13:297;63407;Corvino, M; Effect of Court Dimensions on Players' External and Internal Load during Small-Sided Handball Games;J SPORT SCI MED;2014
POBAR_M(2018):;63516;Pobar, M; Mask R-CNN and Optical flow based method for detection and marking of handball actions;*****;2018
JENSEN_M(2015):2003;63583;Jensen, MM; Keepin' it Real: Challenges when Designing Sports-Training Games;*****;2015
HUESMANN_K(0):1984868;63660;Huesmann, K; Varying Degrees of Perception-Action Coupling and Anticipation in Handball Goalkeeping;J MOTOR BEHAV;0
MUSA_V(2021)10:67;63757;Musa, VD; Scientific panorama of coaches' interventions and professional learning: a systematic review;SPORT TK;2021
SRHOJ_V(2012)36:967;63870;Srhoj, V; The Influence of Anthropological Features on Ball Flight Speed in Handball;COLLEGIUM ANTROPOL;2012
TOMAR_R(2021)25:2804;63939;Tomar, R; Effect of recreational handball on sleep, well-being and psychological characteristics in untrained males;MED SCI;2021
LENDRAIT_E(2021)74:599;64036;Lendraitien, E; p Changes in and associations between functional indices of young handball players' upper extremities when applying neuromuscular training;MED SPORT;2021
SERRIEN_B(2014)17:162;64107;Serrien, B; Analysis of 3D motion patterns with self-organising maps (SOM) and statistical parametric mapping (SPM): a methodological proposal;COMPUT METHOD BIOMEC;2014
BJORNDAL_C(2018)63:73;64170;Bjorndal, CT; The Relationship Between Early and Senior Level Participation in International Women's and Men's Handball;J HUM KINET;2018
VILA_H(2012)26:2146;64260;Vila, H; ANTHROPOMETRIC PROFILE, VERTICAL JUMP, AND THROWING VELOCITY IN ELITE FEMALE HANDBALL PLAYERS BY PLAYING POSITIONS;J STRENGTH COND RES;2012
KRISTIAN_E(2020)3:364;64373;Kristiansen, E; Talent development in a longitudinal perspective: Elite female handball players within a sport school system;TRANSL SPORTS MED;2020
SAAVEDRA_J(2019)19:584;64466;Saavedra, JM; Relationship between game-related statistics in elite men's beach handball and the final result: a classification tree approach;INT J PERF ANAL SPOR;2019
DIOTAIUT_P(2017)8:00811;64557;Diotaiuti, P; A Structural Model of Self-Efficacy in Handball Referees;FRONT PSYCHOL;2017
MORNIEUX_G(2018)58:472;64673;Mornieux, G; Multimodal assessment of sensorimotor shoulder function in patients with untreated anterior shoulder instability and asymptomatic handball players;J SPORT MED PHYS FIT;2018
CAMACHO-_M(2017)13:69;64768;Camacho-Cardenosa, M; ANALYSES OF INTERNAL LOAD DURING AN ADOLESCENT FEMALE HANDBALL SEASON;E-BALONMANO COM;2017
KRUGER_K(2014)28:117;64865;Kruger, K; PHYSICAL PERFORMANCE PROFILE OF HANDBALL PLAYERS IS RELATED TO PLAYING POSITION AND PLAYING CLASS;J STRENGTH COND RES;2014
WAGNER_H(2019)33:1056;64952;Wagner, H; TESTING SPECIFIC PHYSICAL PERFORMANCE IN MALE TEAM HANDBALL PLAYERS AND THE RELATIONSHIP TO GENERAL TESTS IN TEAM SPORTS;J STRENGTH COND RES;2019
BAUER_P(2019)47:71;65054;Bauer, P; High prevalence of vitamin D insufficiency in professional handball athletes;PHYSICIAN SPORTSMED;2019
WAGNER_H(2019)14:60;65157;Wagner, H; Physical Performance in Elite Male and Female Team-Handball Players;INT J SPORT PHYSIOL;2019
KAVOURAS_S(2006)97:316;65242;Kavouras, SA; Water polo is associated with an apparent redistribution of bone mass and density from the lower to the upper limbs;EUR J APPL PHYSIOL;2006
POVOAS_S(2014)28:430;65326;Povoas, SCA; PHYSIOLOGICAL DEMANDS OF ELITE TEAM HANDBALL WITH SPECIAL REFERENCE TO PLAYING POSITION;J STRENGTH COND RES;2014
MASANOVI_B(2021)39:287;65435;Masanovic, B; Comparative Study of Anthropometric Measurement and Body Composition Between Elite Handball and Volleyball Players from the Serbian National League;INT J MORPHOL;2021
ANTUNEZ_A(2010)10:41;65530;Antunez, A; PERCEPTIVE TRAINING ON HANDBALL FEMALE GOALKEEPER ACCORDING TO SHOOT TRAJECTORY;REV INT MED CIENC AC;2010
RODRIGUE_A(2021):78;65674;Rodriguez, AR; Physical education involvement in middle and high School. Comparison between a traditional (Handball) and an alternative sport (Tchoukball);RETOS-NUEV TEND EDUC;2021
SAAVEDRA_J(2018)62:221;65756;Saavedra, JM; Discriminatory Power of Women's Handball Game-Related Statistics at the Olympic Games (2004-2016);J HUM KINET;2018
PETROVIC_S(2016)94:1058;65847;Petrovic, S; The effects of polyphenol-rich chokeberry juice on fatty acid profiles and lipid peroxidation of active handball players: results from a randomized, double-blind, placebo-controlled study;CAN J PHYSIOL PHARM;2016
BARBOSA_I(2018)40:33655;65960;Barbosa, IM; Correlation between flexibility and muscular power in vertical jumps in women practitioners handball and weight lifters;ACTA SCI-HEALTH SCI;2018
GARNWEID_L(2021)24:1552;66049;Garnweidner-Holme, L; Facilitators and barriers to healthy food selection at children's sports arenas in Norway: a qualitative study among club managers and parents;PUBLIC HEALTH NUTR;2021
MONACO_M(2019)36:67;66181;Monaco, M; Injury incidence and injury patterns by category, player position, and maturation in elite male handball elite players;BIOL SPORT;2019
BONIFAZI_M(2001)69:961;66283;Bonifazi, M; Glucocorticoid receptors in human peripheral blood mononuclear cells in relation to explosive performance in elite handball players;LIFE SCI;2001
MANCHADO_C(2020)17:ijerph17186768;66371;Manchado, C; High-Performance Handball Player's Time-Motion Analysis by Playing Positions;INT J ENV RES PUB HE;2020
TAKAHASH_S(2019)98:0000000000016030;66479;Takahashi, S; A retrospective study of mechanisms of anterior cruciate ligament injuries in high school basketball, handball, judo, soccer, and volleyball;MEDICINE;2019
WIK_E(2017)12:934;66559;Wik, EH; Activity Profiles in International Women's Team Handball Using PlayerLoad;INT J SPORT PHYSIOL;2017
FIESELER_G(2015)135:1691;66644;Fieseler, G; Glenohumeral range of motion (ROM) and isometric strength of professional team handball athletes, part III: changes over the playing season;ARCH ORTHOP TRAUM SU;2015
HASSAN_A(2017)35:642;66758;Hassan, A; Evaluation of tactical training in team handball by means of artificial neural networks;J SPORT SCI;2017
FREDRIKS_H(2020)30:1423;66848;Fredriksen, H; Does an effective shoulder injury prevention program affect risk factors in handball? A randomized controlled study;SCAND J MED SCI SPOR;2020
ZAPARTID_I(2007)47:169;66954;Zapartidis, I; Throwing effectiveness and rotational strength of the shoulder in team handball;J SPORT MED PHYS FIT;2007
SCHAER_M(2013)143:36S;67047;Schaer, M; Clinical and Radiographical Mid- and Long-term Evolution in the Throwing Shoulder 6.8 resp 21 Years after Completion of a Professional Handball Career;SWISS MED WKLY;2013
RIVILLA-_J(2012)12:699;67097;Rivilla-Garcia, J; HANDBALL THROWING CAPACITY ACCORDING TO SPECIFIC PLAYING POSITION;REV INT MED CIENC AC;2012
DASILVA_J(2010)24:1960;67200;da Silva, JF; PHYSIOLOGICAL DEMANDS OF TEAM-HANDBALL REFEREES DURING GAMES;J STRENGTH COND RES;2010
BARIC_A(2021)61:1644;67270;Baric, A; Epidemiology of injuries in female and male senior Slovenian handball leagues;J SPORT MED PHYS FIT;2021
STORM_R(2018)18:652;67375;Storm, RK; The complex challenge of spectator demand: attendance drivers in the Danish men's handball league;EUR SPORT MANAG Q;2018
LEUCIUC_F(2018)24:36;67486;Leuciuc, FV; LONGITUDINAL STUDY ON THE EFFECTIVENESS OF THE GAME ACTIONS IN MEN'S HANDBALL TOP COMPETITIONS (1998-2016);KINESIOL SLOVEN;2018
SANCHEZ-_B(2018)13:363;67554;Sanchez-Urena, B; Comparison of cold water immersion protocols in female handball players after match training;J HUM SPORT EXERC;2018
SAETERBA_A(2011)25:712;67656;Saeterbakken, AH; EFFECT OF CORE STABILITY TRAINING ON THROWING VELOCITY IN FEMALE HANDBALL PLAYERS;J STRENGTH COND RES;2011
OLSEN_O(2006)16:426;67744;Olsen, OE; Injury pattern in youth team handball: a comparison of two prospective registration methods;SCAND J MED SCI SPOR;2006
DOL_G(2020):49;67814;Dol, G; Analysis of Throwing Performance in Elite Women's Beach Handball;APUNT EDUC FIS DEPOR;2020
HAMMAMI_M(0):17479541211050724;67888;Hammami, M; Effects of contrast strength training with elastic band program on sprint, jump, strength, balance and repeated change of direction in young female handball players Contrast training in female handball;INT J SPORTS SCI COA;0
OYTUN_M(2021)22:212;67981;Oytun, M; Comparison of Anxiety and Narcissism Levels of Different Performance Groups in Female Handball Players;ALPHA PSYCHIAT;2021
AUGUSTYN_T(2016):201;68082;Augustyn, T; COMPARISON OF THE USE OF INFORMATION TECHNOLOGIES IN NON-FORMAL EDUCATION AND INFORMAL LEARNING OF HANDBALL COACHES IN THE CZECH REPUBLIC AND SLOVENIA;*****;2016
DEARAUJO_M(2017)71:1120;68130;de Araujo, M; ASSESSMENT THE NUTRITIONAL STATUS AND FOOD INTAKE OF ATHLETES OF THE HANDBALL TEAM OF THE OF GUARULHOS CITY- SP;ANN NUTR METAB;2017
GOROSTIA_E(1999)80:485;68179;Gorostiaga, EM; Effects of heavy resistance training on maximal and explosive force production, endurance and serum hormones in adolescent handball players;EUR J APPL PHYSIOL O;1999
SETUAIN_I(2019)11:s13102-019-0142-8;68271;Setuain, I; Horizontal jumping biomechanics among elite female handball players with and without anterior cruciate ligament reconstruction: an ISU based study;BMC SPORTS SCI MED R;2019
KARCHER_C(2014)44:797;68375;Karcher, C; On-Court Demands of Elite Handball, with Special Reference to Playing Positions;SPORTS MED;2014
CALHEIRO_D(2020)32:653;68522;Calheiros, DD; The Association between Quality of Life and Lifestyle of Wheelchair Handball Athletes;J DEV PHYS DISABIL;2020
ORTEGA-B_M(2020)72:253;68624;Ortega-Becerra, M; Physical and Physiological Demands During Handball Matches in Male Adolescent Players;J HUM KINET;2020
GILLOT_T(2019)40:468;68710;Gillot, T; Effect of Fatigue on Functional Stability of the Knee: Particularities of Female Handball Players;INT J SPORTS MED;2019
LUTEBERG_L(2017)12:56;68822;Luteberget, LS; High-Intensity Events in International Women's Team Handball Matches;INT J SPORT PHYSIOL;2017
SETUAIN_I(2015)14:323;68899;Setuain, I; Biomechanical jumping differences among elite female handball players with and without previous anterior cruciate ligament reconstruction: a novel inertial sensor unit study;SPORT BIOMECH;2015
KOTZAMAN_C(2003)45:97;69002;Kotzamanidis, C; Upper limb segment loading: The effect of training on the throwing velocity of novice handball players;J HUM MOVEMENT STUD;2003
IVASIC-K_M(2018):;69093;Ivasic-Kos, M; Building a labeled dataset for recognition of handball actions using Mask R-CNN and STIPS;EUR W VIS INF PROCES;2018
MENEZES_R(2010)16:458;69167;Menezes, RP; Handball match analysis as a tool for technical-tactical comprehension;MOTRIZ;2010
SCHORER_J(2007)39:409;69238;Schorer, J; Identification of interindividual and intraindividual movement patterns in handball players of varying expertise levels;J MOTOR BEHAV;2007
VANDEN_T(2003)96:423;69344;VANDEN, T; Influence of instruction on velocity and accuracy of overarm throwing;PERCEPT MOTOR SKILL;2003
GOMEZ-LO_M(2020)17:ijerph17020592;69401;Gomez-Lopez, M; Effects of Motivational Climate on Fear of Failure and Anxiety in Teen Handball Players;INT J ENV RES PUB HE;2020
LIJEWSKI_M(2021)16:0261141;69547;Lijewski, M; Differences in anthropometric variables and muscle strength in relation to competitive level in male handball players;PLOS ONE;2021
KRISTJAN_H(2018)134:125;69655;Kristjansdottir, H; Psychological skills, mental toughness and anxiety in elite handball players;PERS INDIV DIFFER;2018
WEI_X(2014)566:98;69751;Wei, XH; Effect of handball training on cognitive ability in elderly with mild cognitive impairment;NEUROSCI LETT;2014
SOUCHON_N(2004)51:445;69831;Souchon, N; Referees' decision making in handball and transgressive behaviors: Influence of stereotypes about gender of players?;SEX ROLES;2004
HEPPE_H(2019)10:00971;69908;Heppe, H; Team Handball Experts Outperform Recreational Athletes in Hand and Foot Response Inhibition: A Behavioral Study;FRONT PSYCHOL;2019
DELLOIAC_A(2017)27:1122;69980;Dello Iacono, A; Neuromuscular and inflammatory responses to handball small-sided games: the effects of physical contact;SCAND J MED SCI SPOR;2017
KRAHENBU_T(2016)28:423;70075;Krahenbuhl, T; Competitive Swimming and Handball Participation Have a Positive Influence on Bone Parameters as Assessed by Phalangeal Quantitative Ultrasound in Female Adolescents;PEDIATR EXERC SCI;2016
CAVALA_M(2013)37:93;70191;Cavala, M; The Influence of Somatotype Components and Personality Traits on the Playing Position and the Quality of Top Croatian Female Cadet Handball Players;COLLEGIUM ANTROPOL;2013
IGNJATOV_A(2012)26:2166;70292;Ignjatovic, AM; EFFECTS OF 12-WEEK MEDICINE BALL TRAINING ON MUSCLE STRENGTH AND POWER IN YOUNG FEMALE HANDBALL PLAYERS;J STRENGTH COND RES;2012
BAYIOS_I(2001)41:229;70384;Bayios, IA; Relationship between isokinetic strength of the internal and external shoulder rotators and ball velocity in team handball;J SPORT MED PHYS FIT;2001
SANCHEZ-_J(2021)21:s21030850;70458;Sanchez-Saez, JA; Global Positioning System Analysis of Physical Demands in Elite Women's Beach Handball Players in an Official Spanish Championship;SENSORS-BASEL;2021
FONT_R(2021)38:753;70587;Font, R; The effects of COVID-19 lockdown on jumping performance and aerobic capacity in elite handball players;BIOL SPORT;2021
ALARCON-_J(2020)38:888;70686;Alarcon-Jimenez, J; Kinanthropometric Assessment of Individual, Collective and Fight Sport Players from the Spanish National Sport Technification Program;INT J MORPHOL;2020
DEBANNE_T(2013)8:557;70766;Debanne, T; Coaches' Beliefs and Knowledge: Training Programs Used by French Professional Coaches to Increase Ball-Throwing Velocity in Elite Handball Players;INT J SPORTS SCI COA;2013
LEMOS_L(2020)60:1536;70862;Lemos, LF; Physical fitness profile in elite beach handball players of different age categories;J SPORT MED PHYS FIT;2020
SCHWESIG_R(2017)57:1471;70967;Schwesig, R; Anthropometric and physical performance characteristics of professional handball players: influence of playing position;J SPORT MED PHYS FIT;2017
CHANG_C(2015)10:0121866;71071;Chang, CK; Branched-Chain Amino Acids and Arginine Improve Performance in Two Consecutive Days of Simulated Handball Games in Male and Female Athletes: A Randomized Trial;PLOS ONE;2015
WEDDERKO_N(2003)13:371;71176;Wedderkopp, N; Comparison of two intervention programmes in young female players in European handball - with and without ankle disc;SCAND J MED SCI SPOR;2003
POBAR_M(2020)20:s20051475;71239;Pobar, M; Active Player Detection in Handball Scenes Based on Activity Measures;SENSORS-BASEL;2020
RAVIER_G(2019)14:538;71330;Ravier, G; Physiological and affective responses of 30s-30s intermittent small-sided game in elite handball players: A new alternative to intermittent running;J HUM SPORT EXERC;2019
WEBER_J(2017)23:44;71406;Weber, J; TACTICAL DEMANDS AND DEVELOPMENT OF TACTICAL SKILL IN FEMALE TEAM HANDBALL;KINESIOL SLOVEN;2017
SABIDO_R(2017)17:530;71495;Sabido, R; Effects of adding a weekly eccentric-overload training session on strength and athletic performance in team-handball players;EUR J SPORT SCI;2017
ISOARD-G_S(2016)30:123;71579;Isoard-Gautheur, S; Athlete Burnout and the Risk of Dropout Among Young Elite Handball Players;SPORT PSYCHOL;2016
RIOS_L(2021)42:825;71664;Rios, LJC; Reliability of Throwing Velocity during Non-specific and Specific Handball Throwing Tests;INT J SPORTS MED;2021
PENNA_E(2018)24:347;71777;Penna, EM; MENTAL FATIGUE DOES NOT AFFECT HEART RATE RECOVERY BUT IMPAIRS PERFORMANCE IN HANDBALL PLAYERS;REV BRAS MED ESPORTE;2018
CUNNIFFE_B(2015)25:78;71884;Cunniffe, B; Assessment of Physical Demands and Fluid Balance in Elite Female Handball Players During a 6-Day Competitive Tournament;INT J SPORT NUTR EXE;2015
KRAWCZYK_P(2018)10:64;71984;Krawczyk, P; Level of psychomotor abilities in handball goalkeepers;BALT J HEALTH PHYS A;2018
HERMASSI_S(2019)14:0221189;72066;Hermassi, S; Effects of short-term resistance training and tapering on maximal strength, peak power, throwing ball velocity, and sprint performance in handball players (vol 14, e0214827, 2019);PLOS ONE;2019
SOTO_D(2020)17:ijerph17176064;72118;Soto, D; Well-Being and Throwing Speed of Women Handball Players Affected by Feedback;INT J ENV RES PUB HE;2020
HERMASSI_S(2021)11:app11083492;72235;Hermassi, S; Can Body Fat Percentage, Body Mass Index, and Specific Field Tests Explain Throwing Ball Velocity in Team Handball Players?;APPL SCI-BASEL;2021
HERMASSI_S(2021)11:580991;72341;Hermassi, S; The Associations Between Physical Performance and Anthropometric Characteristics in Obese and Non-obese Schoolchild Handball Players;FRONT PHYSIOL;2021
MIHAILA_I(2017)23:1756;72466;Mihaila, I; EXPERIMENTATION EXERCISES TO ACHIEVE SPECIFIC PHYSICAL PREPARATION HANDBALL TEAMS TO PERFORMANCE;EUR PROC SOC BEHAV;2017
HERMASSI_S(2010)24:2408;72519;Hermassi, S; THE EFFECT OF HEAVY-VS. MODERATE-LOAD TRAINING ON THE DEVELOPMENT OF STRENGTH, POWER, AND THROWING BALL VELOCITY IN MALE HANDBALL PLAYERS;J STRENGTH COND RES;2010
HERMASSI_S(2021)18:ijerph18084050;72616;Hermassi, S; Effects of Home Confinement on the Intensity of Physical Activity during the COVID-19 Outbreak in Team Handball According to Country, Gender, Competition Level, and Playing Position: A Worldwide Study;INT J ENV RES PUB HE;2021
PAVLOVIC_L(2018)35:226;72741;Pavlovic, L; Seasonal Changes in Selected Physical and Physiological Variables in Male Handball Players;ACTA FAC MEDICAE NAI;2018
VANDEN_T(2016)34:1976;72824;VANDEN, T; Comparison of range of motion tests with throwing kinematics in elite team handball players;J SPORT SCI;2016
POSTMA_W(2013)95A:661;72910;Postma, WF; Anterior Cruciate Ligament Injury-Prevention Programs;J BONE JOINT SURG AM;2013
POVOAS_S(2017)2017:6204603;73027;Povoas, SCA; Physical and Physiological Demands of Recreational Team Handball for Adult Untrained Men;BIOMED RES INT;2017
BIDEAU_B(2003)12:411;73167;Bideau, B; Real handball goalkeeper vs. virtual handball thrower;PRESENCE-TELEOP VIRT;2003
THORGEIR_S(2022)52:001;73246;Thorgeirsson, S; Gender-based differences in game-related statistics between winning and losing teams in an amateur handball league;ACTA GYMNICA;2022
RUSCELLO_B(2021)61:656;73348;Ruscello, B; Fitness profiles of elite male Italian teams handball players;J SPORT MED PHYS FIT;2021
LABELLA_C(2010)39:714;73486;LaBella, C; Preventing Knee Ligament Injuries in Young Athletes;PEDIATR ANN;2010
OHNJEC_K(2021)15:83;73580;Ohnjec, K; THE THROWING VELOCITY AT DIFFERENT PHASES OF TEACHING HANDBALL ELEMENTS;ACTA KINESIOL;2021
VANDEN_T(2004)91:413;73653;VANDEN, T; Effect of body size and gender in overarm throwing performance;EUR J APPL PHYSIOL;2004
AMAN_M(2016)26:451;73721;Aman, M; Incidence and severity of reported acute sports injuries in 35 sports using insurance registry data;SCAND J MED SCI SPOR;2016
RAAB_M(2011)82:89;73820;Raab, M; When to Blink and When to Think: Preference for Intuitive Decisions Results in Faster and Better Tactical Choices;RES Q EXERCISE SPORT;2011
ARUNDALE_A(2018)48:A1;73942;Arundale, AJH; Exercise-Based Knee and Anterior Cruciate Ligament Injury Prevention;J ORTHOP SPORT PHYS;2018
GLAZIER_P(2015):84;74098;Glazier, PS; EXPERTISE IN THE PERFORMANCE OF MULTI-ARTICULAR SPORTS ACTIONS;ROUT INT HANDB;2015
BAUER_J(2021)13:s13102-021-00364-3;74216;Bauer, J; Side differences of upper quarter Y balance test performance in sub-elite young male and female handball players with different ages;BMC SPORTS SCI MED R;2021
MENAGER_E(2019)34:401;74290;Menager, E; Isokinetic knee muscle strength profile in accordance with the practice of basketball, handball, volleyball, cycling or football at a professional level;SCI SPORT;2019
INGEBRIG_J(2013)27:302;74377;Ingebrigtsen, J; PHYSICAL CHARACTERISTICS AND ABILITIES OF JUNIOR ELITE MALE AND FEMALE HANDBALL PLAYERS;J STRENGTH COND RES;2013
FORETIC_N(2011)7:87;74459;Foretic, N; The influence of the wrestling technique on contact efficiency of young male team handball players;ARCH BUDO;2011
CORVINO_M(2016)48:213;74536;Corvino, M; ANALYSIS OF LOAD AND PLAYERS' EFFORT IN 4vs4 SMALL-SIDED HANDBALL GAMES IN RELATION TO COURT DIMENSIONS;KINESIOLOGY;2016
