name;WoSline;author;title;journal;year
MENICHET_J(2016)19:516;342019;Menichetti, J; Giving patients a starring role in their own care: a bibliometric analysis of the on-going literature debate;HEALTH EXPECT;2016
ALEIXAND_J(2016)36:389;342109;Aleixandre, JL; Viticulture and oenology scientific research: The Old World versus the New World wine-producing countries;INT J INFORM MANAGE;2016
YATAGANB_A(2016)59:206;342199;Yataganbaba, A; A scientific approach with bibliometric analysis related to brick and tile drying: A review;RENEW SUST ENERG REV;2016
KANE_D(2016)11:0155788;342420;Kane, DA; A Systematic Review of Perennial Staple Crops Literature Using Topic Modeling and Bibliometric Analysis;PLOS ONE;2016
HALLER_H(2016)34:10064;342508;Haller, H; War metaphors in scientific publications in oncology: A bibliometric analysis.;J CLIN ONCOL;2016
FRIXIONE_E(2016)11:0155732;342555;Frixione, E; Assessing Individual Intellectual Output in Scientific Research: Mexico's National System for Evaluating Scholars Performance in the Humanities and the Behavioral Sciences;PLOS ONE;2016
BRIGHAM_K(2016)14:s12961-016-0111-6;342682;Brigham, KB; Mapping research activity on mental health disorders in Europe: study protocol for the Mapping_NCD project;HEALTH RES POLICY SY;2016
SHEKOFTE_M(2016)110:1823;342762;Shekofteh, M; The correlation among Y-index and other scientometric indicators;CURR SCI INDIA;2016
ZYOUD_S(2016)13:s12985-016-0534-2;342854;Zyoud, SH; Dengue research: a bibliometric analysis of worldwide and Arab publications during 1872-2015;VIROL J;2016
SIMBAQUE_E(2016)19:A292;342989;Simbaqueba, E; BIBLIOMETRIC ANALYSIS OF THE LATIN AMERICA SCIENTIFIC PRODUCTION OF HEALTH-RELATED QUALITY OF LIFE;VALUE HEALTH;2016
SOARES_I(2016)5:76;343035;Soares, ITD; REVERSE LOGISTICS: AN ANALYSIS OF PUBLISHED ARTICLES AT THE SPELL BASE;REV GEST AMBIENT SUS;2016
HEPPER_E(2016)5:98;343153;Hepper, EL; SUSTAINABILITY INITIATIVES AND ORGANIZATIONAL PERFORMANCE: AN ANALYSIS OF PUBLICATIONS IN THE WEB OF SCIENCE DATABASE;REV GEST AMBIENT SUS;2016
RIBEIRO_I(2016)9:57;343257;Ribeiro, I; THEORETICAL AND CONCEPTUAL RELATIONS IN STRATEGIC DECISION MAKING;REV ELETRONICA ESTRA;2016
GONCALVE_M(2016)7:110;343408;Goncalves, MLD; THE RELATIONSHIP BETWEEN BUSINESS MODEL AND PROJECT MANAGEMENT;REV GES PROJ;2016
ALONSO-A_A(2016)26:61;343492;Alonso-Arroyo, A; VERBAL PROTOCOL: analysis of the scientific production, 1941-2013;INFORM SOC-ESTUD;2016
CUDINA_J(2016)26:137;343569;Cudina, JN; THE TOP 100 HIGH-IMPACT PAPERS IN COLOMBIAN PSYCHOLOGY: a bibliometric study from WoS y Scopus;INFORM SOC-ESTUD;2016
VANWELIE_S(2016)24:308;343661;van Welie, SD; The joint cardiovascular research profile of the university medical centres in the Netherlands;NETH HEART J;2016
NIU_J(2016)5:ijgi5050066;343720;Niu, JQ; Global Research on Artificial Intelligence from 1990-2014: Spatially-Explicit Bibliometric Analysis;ISPRS INT J GEO-INF;2016
VALERIO_A(2016)17:157;343859;Valerio, A; Owning Mindfulness: A Bibliometric Analysis of Mindfulness Literature Trends Within and Outside of Buddhist Contexts;CONTEMP BUDDHISM;2016
HERNANDE_M(2016)22:327;343949;Hernandez-Alvarez, M; Survey about citation context analysis: Tasks, techniques, and resources;NAT LANG ENG;2016
PERRIER_L(2016)73:50;344090;Perrier, L; Knowledge synthesis research: a bibliometric analysis;J CLIN EPIDEMIOL;2016
ORDUNA-M_E(2016)25:485;344205;Orduna-Malea, E; THE NEXT BIBLIOMETRICS: ALMETRICS (AUTHOR LEVEL METRICS) AND THE MULTIPLE FACES OF AUTHOR IMPACT;PROF INFORM;2016
PUPO_G(2016)30:75;344282;Pupo, GAR; Correlation between a country's centrality measures and the impact of research paper: The case of biotechnology research in Latin America;INVESTIG BIBLIOTECOL;2016
ARROYO_A(2016)30:205;344386;Arroyo, AA; A bibliometric analysis of collaboration between Brazil and Spain in the field of medical research from 2002 to 2011;INVESTIG BIBLIOTECOL;2016
FERER_E(2016)77:397;344494;Ferer, E; Meaningful Metrics: A 21st-Century Librarian's Guide to Bibliometrics, Altmetrics, and Research Impact;COLL RES LIBR;2016
DUNAISKI_M(2016)10:392;344535;Dunaiski, M; Evaluating paper and author ranking algorithms using impact and contribution awards;J INFORMETR;2016
MARZOLLA_M(2016)10:408;344613;Marzolla, M; Assessing evaluation procedures for individual researchers: The case of the Italian National Scientific Qualification;J INFORMETR;2016
CSOMOS_G(2016)10:516;344694;Csomos, G; Exploring the position of cities in global corporate research and development: A bibliometric analysis by two different geographical approaches;J INFORMETR;2016
VIIU_G(2016)10:552;344859;Viiu, GA; A theoretical evaluation of Hirsch-type bibliometric indicators confronted with extreme self-citation;J INFORMETR;2016
ABRAMO_G(2016)10:646;344976;Abramo, G; A farewell to the MNCS and like size-independent indicators;J INFORMETR;2016
WASEEM_M(2016)32:279;345053;Waseem, M; An Audit of Top Citations Published in Pediatric Emergency Care;PEDIATR EMERG CARE;2016
NASH_J(2016)11:285;345113;Nash, J; Beyond the island of metrics: An addendum to Stratford's ten years of Island Studies Journal;ISL STUD J;2016
ZHAO_X(2016)95:0000000000003517;345155;Zhao, XY; Growing Trend of China's Contribution to Global Diabetes Research A Systematic Literature Review;MEDICINE;2016
ZYOUD_S(2016)23:10288;345275;Zyoud, SH; Benchmarking the scientific output of industrial wastewater research in Arab world by utilizing bibliometric techniques;ENVIRON SCI POLLUT R;2016
FRANCESC_F(2016)107:321;345409;Franceschini, F;" Do Scopus and WoS correct ""old"" omitted citations?";SCIENTOMETRICS;2016
GULER_A(2016)107:385;345484;Guler, AT; Scientific workflows for bibliometrics;SCIENTOMETRICS;2016
DARVISH_H(2016)107:569;345566;Darvish, H; Diffusion of nanotechnology knowledge in Turkey and its network structure;SCIENTOMETRICS;2016
MUGABUSH_A(2016)107:593;345669;Mugabushaka, AM; Bibliometric indicators of interdisciplinarity: the potential of the Leinster-Cobbold diversity indices to study disciplinary diversity;SCIENTOMETRICS;2016
MILANEZ_D(2016)107:627;345758;Milanez, DH; A delineating procedure to retrieve relevant publication data in research areas: the case of nanocellulose;SCIENTOMETRICS;2016
KARAULOV_M(2016)107:645;345876;Karaulova, M; Science system path-dependencies and their influences: nanotechnology research in Russia;SCIENTOMETRICS;2016
ANFOSSI_A(2016)107:671;346046;Anfossi, A; Large-scale assessment of research outputs through a weighted combination of bibliometric indicators;SCIENTOMETRICS;2016
GORRY_P(2016)107:773;346136;Gorry, P;" ""Sleeping beauty'' and her restless sleep: Charles Dotter and the birth of interventional radiology";SCIENTOMETRICS;2016
VIIU_G(2016)107:785;346220;Viiu, GA; Research-driven classification and ranking in higher education: an empirical appraisal of a Romanian policy experience;SCIENTOMETRICS;2016
GORRAIZ_J(2016)107:873;346334;Gorraiz, J; On the bibliometric coordinates of four different research fields in Geography;SCIENTOMETRICS;2016
PIEDRA-S_Y(2016)28:209;346419;Piedra-Salomon, Y; Assessment of Cuban research in Social Communication: Challenge or necessity?;TRANSINFORMACAO;2016
ALOTAIBI_N(2016)89:587;346504;Alotaibi, NM; The Most Cited Works in Aneurysmal Subarachnoid Hemorrhage: A Bibliometric Analysis of the 100 Most Cited Articles;WORLD NEUROSURG;2016
EXTERCKO_R(2016)62:275;346589;Exterckoter, RK; Bibliometric Analysis of the Concept of Resilience Applied to Regional Development;DOC ANAL GEOGR;2016
HO_Y(2016)75:s12665-016-5645-y;346676;Ho, YS;" Rebuttal to: ""A bibliometric review on carbon cycling research during 1993-2013"" by Zhi et al. (Environ Earth Sci 2015, 74(7): 6065-6075)";ENVIRON EARTH SCI;2016
SHAO_J(2016)11:103;346729;Shao, JF; Chinese research status in emergency medicine journals: a bibliometric analysis based on Science Citation Index Expanded database;SIGNA VITAE;2016
BELL_R(2016)124:1545;346804;Bell, RS; Bibliometric profiles for US neurosurgical residency programs;J NEUROSURG;2016
VENABLE_G(2016)124:1545;346845;Venable, GT; Bibliometric profiles for US neurosurgical residency programs Response;J NEUROSURG;2016
DELAGARZ_R(2016)24:810;346887;De la Garza-Ramos, R; The 100 most-cited articles in spinal oncology;J NEUROSURG-SPINE;2016
DALY_L(2016)32:276;347065;Daly, LT; Breast Microsurgery in Plastic Surgery Literature: A 21-Year Analysis of Publication Trends;J RECONSTR MICROSURG;2016
WINNINK_J(2016)67:1210;347158;Winnink, JJ; Theory-changing breakthroughs in science: The impact of research teamwork on scientific discoveries;J ASSOC INF SCI TECH;2016
THELWALL_M(2016)67:1233;347262;Thelwall, M; Does research with statistics have more impact? The citation rank advantage of structural equation modeling;J ASSOC INF SCI TECH;2016
HERNANDE_Y(2016)67:1245;347363;Hernandez-Garcia, YI; The scientific impact of mexican steroid research 1935-1965: A bibliometric and historiographic analysis;J ASSOC INF SCI TECH;2016
HOLOSKO_M(2016)26:278;347462;Holosko, MJ; Research Productivity in Top-Ranked Schools in Psychology and Social Work: Research Cultures Do Matter!;RES SOCIAL WORK PRAC;2016
HONG_S(2016)206:917;347560;Hong, SJ; Characteristics and Quality of Radiologic Randomized Controlled Trials: A Bibliometric Analysis Between 1995 and 2014;AM J ROENTGENOL;2016
ADAMS_W(2016)44:S133;347648;Adams, WC; Network Bibliometrics of Public Policy Journals;POLICY STUD J;2016
NOWROUZI_B(2016)28:21;347731;Nowrouzi, B; Citation analysis of workplace violence: A review of the top 50 annual and lifetime cited articles;AGGRESS VIOLENT BEH;2016
MIRO_O(2016)39:213;347793;Miro, O; Analysis of scientific production and bibliometric impact of a group of Spanish clinical researchers;AN SIST SANIT NAVAR;2016
BENIN_M(2016)19:274;347898;Benin, MM; Hidden costs: A Study of the Characteristics of the Articles Published in Brazilian Accounting Journals;CONTAB GEST GOV;2016
CHEN_D(2016)90:285;347975;Chen, D; Bibliometric and visualized analysis of emergy research;ECOL ENG;2016
TONIA_T(2016)61:513;348083;Tonia, T; If I tweet will you cite? The effect of social media exposure of articles on downloads and citations;INT J PUBLIC HEALTH;2016
ALVES_H(2016)69:1626;348169;Alves, H; Value co-creation: Concept and contexts of application and study;J BUS RES;2016
REY-MART_A(2016)69:1651;348304;Rey-Marti, A; A bibliometric analysis of social entrepreneurship;J BUS RES;2016
ALBORT-M_G(2016)69:1775;348382;Albort-Morant, G; A bibliometric analysis of international impact of business incubators;J BUS RES;2016
WANG_Q(2016)10:347;348472;Wang, Q; Large-scale analysis of the accuracy of the journal classification systems of Web of Science and Scopus;J INFORMETR;2016
WALTMAN_L(2016)10:365;348566;Waltman, L; A review of the literature on citation impact indicators;J INFORMETR;2016
THOR_A(2016)10:503;348962;Thor, A; Introducing CitedReferencesExplorer (CRExplorer): A program for reference publication year spectroscopy with cited references standardization;J INFORMETR;2016
ABRAMO_G(2016)10:596;349063;Abramo, G; The ratio of top scientists to the academic staff as an indicator of the competitive strength of universities;J INFORMETR;2016
JENSEN_S(2016)10:606;349146;Jensen, S; Generation of topic evolution trees from heterogeneous bibliographic networks;J INFORMETR;2016
MOHANDOS_A(2016)5:100;349273;Mohandoss, AA; Contribution and Performance of Indian Psychiatrists and a Pan-Indian Psychiatry Journal to Mental Health Literature during 2010-14;J SCIENTOMETR RES;2016
KALITA_D(2016)5:123;349331;Kalita, D; The Scientometrics of Nature;J SCIENTOMETR RES;2016
ARSENOVA_I(2016)5:148;349393;Arsenova, I; Bibliometric Analysis of Lead-acid batteries Publications: Trends and Characteristics;J SCIENTOMETR RES;2016
RESERVA_J(2016)74:AB176;349445;Reserva, J; A bibliometric analysis of the 100 most influential publications in cutaneous T-cell lymphoma;J AM ACAD DERMATOL;2016
MOHAMMAD_E(2016)67:1198;349502;Mohammadi, E; Can Mendeley bookmarks reflect readership? A survey of user motivations;J ASSOC INF SCI TECH;2016
ZHANG_K(2016)58:297;349620;Zhang, K; A bibliometric analysis of research on carbon tax from 1989 to 2014;RENEW SUST ENERG REV;2016
CHEN_H(2016)58:966;349757;Chen, HQ; Chinese energy and fuels research priorities and trend: A bibliometric analysis;RENEW SUST ENERG REV;2016
WANG_Q(2016)57:1;349892;Wang, Q; Natural gas from shale formation: A research profile;RENEW SUST ENERG REV;2016
JIANG_H(2016)57:226;349962;Jiang, HC; A topic modeling based bibliometric exploration of hydropower research;RENEW SUST ENERG REV;2016
HENRIKSE_D(2016)107:455;350081;Henriksen, D; The rise in co-authorship in the social sciences (1980-2013);SCIENTOMETRICS;2016
DAAR_D(2016)5:97;350175;Daar, DA; Plastic Surgery and Acellular Dermal Matrix: Highlighting Trends from 1999 to 2013;WORLD J PLAST SURG;2016
LIAO_P(2016)57:292;350273;Liao, PC; Integrating bibliometrics and roadmapping: A case of strategic promotion for the ground source heat pump in China;RENEW SUST ENERG REV;2016
SUBELJ_L(2016)11:0154404;350380;Subelj, L; Clustering Scientific Publications Based on Citation Relations: A Systematic Comparison of Different Methods;PLOS ONE;2016
IEFREMOV_O(2016)110:1414;350502;Iefremova, O; International collaboration among authors of Current Science;CURR SCI INDIA;2016
FIALA_D(2016)110:1524;350575;Fiala, D; Comparison of Czech and Slovak independent research in the 21st century;CURR SCI INDIA;2016
BEGUM_M(2016)11:0154197;350659;Begum, M; European Non-Communicable Respiratory Disease Research, 2002-13: Bibliometric Study of Outputs and Funding;PLOS ONE;2016
TILSON_J(2016)16:s12909-016-0641-1;350755;Tilson, JK; A bibliometric analysis of statistical terms used in American Physical Therapy Association journals (2011-2012): evidence for educating physical therapists;BMC MED EDUC;2016
WANG_F(2016)16:s12889-016-3015-z;350842;Wang, FF; Particulate matter and atherosclerosis: a bibliometric analysis of original research articles published in 1973-2014;BMC PUBLIC HEALTH;2016
MARKOVA_Y(2016)5:s40064-016-2127-3;350965;Markova, YV; Synchronous international scientific mobility in the space of affiliations: evidence from Russia;SPRINGERPLUS;2016
HENEBERG_P(2016)11:0153730;351098;Heneberg, P; From Excessive Journal Self-Cites to Citation Stacking: Analysis of Journal Self-Citation Kinetics in Search for Journals, Which Boost Their Scientometric Indicators;PLOS ONE;2016
TRAVERSA_G(2016)11:s13023-016-0420-4;351179;Traversa, G; Italian program for independent research on drugs: 10 year follow-up of funded studies in the area of rare diseases;ORPHANET J RARE DIS;2016
SINGH_N(2016)110:1178;351261;Singh, N; Mapping of breast cancer research in India: a bibliometric analysis;CURR SCI INDIA;2016
VISHNUMA_R(2016)110:1184;351333;Vishnumaya, RS; Scientometrics of rare earths research in India;CURR SCI INDIA;2016
SMALHEIS_N(2016)7:6654;351397;Smalheiser, NR; Two Similarity Metrics for Medical Subject Headings (MeSH): An Aid to Biomedical Text Mining and Author Name Disambiguation;J BIOMED DISCOV COLL;2016
SCHAFER_A(2016)70:202;351463;Schafer, A; Consensus guideline for therapeutic drug monitoring in psychiatry (2004): Bibliometric analysis of citations for the period 2004-2011;NORD J PSYCHIAT;2016
POPOVIC_Z(2016)181:182;351532;Popovic, Z; Ethnobotany and herbal medicine in modern complementary and alternative medicine: An overview of publications in the field of I&C medicine 2001-2013;J ETHNOPHARMACOL;2016
QUEVEDO-_F(2016)15:246;351642;Quevedo-Silva, F; BIBLIOMETRIC STUDY: GUIDELINES ON ITS APPLICATION;REV BRASIL MARK;2016
HERADIO_R(2016)72:1;351761;Heradio, R; A bibliometric analysis of 20 years of research on software product lines;INFORM SOFTWARE TECH;2016
TAS_F(2016)12:612;352010;Tas, F; Majority of the most-cited articles on cutaneous malignant melanoma are published in non-dermatology/melanoma specialized journals;J CANCER RES THER;2016
VIEIRA_E(2016)25:170;352062;Vieira, ES; The bibliometric indicators as predictors of the final decision of the peer review;RES EVALUAT;2016
RUSHFORT_A(2016)25:230;352148;Rushforth, AD; All or nothing? Debating the role of evaluative bibliometrics in the research system;RES EVALUAT;2016
BASUALDO_J(2016)48:171;352195;Basualdo, JA; Bibliometric analysis of scientific literature on intestinal parasites in Argentina during the period 1985-2014;REV ARGENT MICROBIOL;2016
VALMORBI_S(2016)14:5;352347;Valmorbida, SMI; World University Rankings: What they Say International Studies?;REICE-REV IBEROAM CA;2016
BARRETT_A(2016)104:118;352443;Barrett, A; Mapping the literature of hospital pharmacy;J MED LIBR ASSOC;2016
RODRIGUE_M(2016)14:180;352513;Rodriguez, MB; Ranking of Cuban Medical Journals according to the Google Scholar H5-Index;MEDISUR-REV CIENC ME;2016
CANDIDO_L(2016)39:393;352570;Candido, LFO; PROFILE OF CNPq RESEARCH PRODUCTIVITY FELLOWS IN SUBFIELDS OF CHEMISTRY;QUIM NOVA;2016
MIRNEZAM_S(2016)43:262;352633;Mirnezami, SR; What determines researchers' scientific impact? A case study of Quebec researchers;SCI PUBL POLICY;2016
GUNDES_S(2016)43:304;352744;Gundes, S; Bibliometric analysis of research in international construction;CAN J CIVIL ENG;2016
CULLEN_J(2016)24:291;352860;Cullen, JG; Nursing management, religion and spirituality: a bibliometric review, a research agenda and implications for practice;J NURS MANAGE;2016
OCHOLLA_D(2016)26:3;352934;Ocholla, DN; Visibility of University of Zululand and Moi University Researchers in Web of Science and Scopus from 2003 to 2013;AFR J LIBR ARCH INFO;2016
KIKUCHI_Y(2016)20:289;353001;Kikuchi, Y; Distributed Cogeneration of Power and Heat within an Energy Management Strategy for Mitigating Fossil Fuel Consumption;J IND ECOL;2016
SHEHATTA_I(2016)66:13;353138;Shehatta, I; Research Collaboration in Saudi Arabia 1980-2014: Bibliometric Patterns and National Policy to Foster Research Quantity and Quality;LIBRI;2016
MEI_X(2016)28:8;353236;Mei, XL; Worldwide productivity in the hand and wrist literature: A bibliometric analysis of four highly cited subspecialty journals;INT J SURG;2016
POWELL_A(2016)28:83;353302;Powell, AGMT; The 100 most influential manuscripts in gastric cancer: A bibliometric analysis;INT J SURG;2016
SWIHART_R(2016)80:563;353469;Swihart, RK; Factors Affecting Scholarly Performance by Wildlife and Fisheries Faculty;J WILDLIFE MANAGE;2016
TAL_D(2016)53:182;353568;Tal, D; Jacques Ellul Revisited: 55 Years of Propaganda Study;SOCIETY;2016
WEI_M(2016)25:976;353627;Wei, MY; Worldwide research productivity in the field of spine surgery: a 10-year bibliometric analysis;EUR SPINE J;2016
TORRES-S_D(2016)67:1014;353705;Torres-Salinas, D; The time for bibliometric applications;J ASSOC INF SCI TECH;2016
KUFENKO_V(2016)107:43;353754;Kufenko, V; Business cycles in the economy and in economics: an econometric analysis;SCIENTOMETRICS;2016
VANWILGE_B(2016)107:185;353841;van Wilgen, BW; A bibliometric analysis to illustrate the role of an embedded research capability in South African National Parks;SCIENTOMETRICS;2016
CALATRAV_M(2016)107:213;353965;Calatrava Moreno, MDC; On the uncertainty of interdisciplinarity measurements due to incomplete bibliographic data;SCIENTOMETRICS;2016
DESORDI_J(2016)107:235;354047;De Sordi, J; Bibliometric indicators in the context of regional repositories: proposing the D-index;SCIENTOMETRICS;2016
REYES_S(2016)36:286;354138;Reyes, SOL; RESEARCH ON PRIMARY IMMUNODEFICIENCY: A GLOBAL BIBLIOMETRIC ANALYSIS;J CLIN IMMUNOL;2016
MARSHALL_J(2016)44:663;354181;Marshall, JC; Determinants of Citation Impact in Large Clinical Trials in Critical Care: The Role of Investigator-Led Clinical Trials Groups;CRIT CARE MED;2016
GLASER_J(2016)57:117;354319;Glaser, J; Governing Science: How Science Policy Shapes Research Content;ARCH EUR SOCIOL;2016
SANTORO_A(2016)26:349;354576;Santoro, A; Mapping health research capacity in 17 countries of the former Soviet Union and south-eastern Europe: an exploratory study;EUR J PUBLIC HEALTH;2016
BRUHN_N(2016)17:271;354657;Bruhn, NCP; Why Firms Invest Abroad? A Bibliometric Study on OFDI Determinants from Developing Economies;GLOB BUS REV;2016
MORAL-MU_J(2016)17:993;354812;Moral-Munoz, JA; Analyzing Highly Cited Papers in Intelligent Transportation Systems;IEEE T INTELL TRANSP;2016
HUA_F(2016)47:41;354920;Hua, F; Open access to journal articles in dentistry: Prevalence and citation impact;J DENT;2016
LOPEZ-FE_M(2016)54:622;355007;Lopez-Fernandez, MC; Entrepreneurship and Family Firm Research: A Bibliometric Analysis of An Emerging Field;J SMALL BUS MANAGE;2016
ZHANG_J(2016)67:967;355164;Zhang, J; Comparing keywords plus of WOS and author keywords: A case study of patient adherence research;J ASSOC INF SCI TECH;2016
KHAN_A(2016)17:377;355240;Khan, A; Longitudinal trends in global obesity research and collaboration: a review using bibliometric metadata;OBES REV;2016
LUZ_T(2016)21:120;355320;Luz, TA; Performance evaluation of information technology service: the state of the art recognition by a constructivist research process and bibliometrics.;PERSPECT CIENC INF;2016
KIM_J(2016)107:27;355405;Kim, J; Evolution and structure of scientific co-publishing network in Korea between 1948-2011;SCIENTOMETRICS;2016
TAL_D(2016)107:259;355510;Tal, D; Leadership of the present, current theories of multiple involvements: a bibliometric analysis;SCIENTOMETRICS;2016
ELANGO_B(2016)107:305;355581;Elango, B; Detecting the historical roots of tribology research: a bibliometric analysis;SCIENTOMETRICS;2016
ZHANG_Y(2016)105:179;355660;Zhang, Y; Topic analysis and forecasting for science, technology and innovation: Methodology with a case study focusing on big data research;TECHNOL FORECAST SOC;2016
GUERRERO_V(2016)67:133;355795;Guerrero-Bote, VP; Atlas of scientific institutions in food science (Scopus, 2003-2013);LWT-FOOD SCI TECHNOL;2016
PELLEGRI_E(2016)22:4330;355870;Pellegrino, EM; Realizing the PromiseThe Development of Research on Carbon Nanotubes;CHEM-EUR J;2016
ZHANG_D(2016)4:1798;355924;Zhang, D; Scientific publications in nursing journals from Mainland China, Taiwan, and Hong Kong: a 10-year survey of the literature;PEERJ;2016
DUCROT_C(2016)47:s13567-015-0280-2;356005;Ducrot, C; Scientific literature on infectious diseases affecting livestock animals, longitudinal worldwide bibliometric analysis;VET RES;2016
OLIVEIRA_J(2016)11:0150689;356063;Oliveira, JGC; Artisanal Fisheries Research: A Need for Globalization?;PLOS ONE;2016
CIOTTI_V(2016)5:s13688-016-0068-2;356165;Ciotti, V; Homophily and missing links in citation networks;EPJ DATA SCI;2016
DEFILIPP_D(2016)64:147;356249;De Filippo, D; Bibliometry of collaboration and impact of the Revista de Biologia Tropical (Web of Science 2003-2012);REV BIOL TROP;2016
FERREIRA_M(2016)50:313;356332;Ferreira, MAL; Palliative care and nursing in dissertations and theses in Portugal: a bibliometric study;REV ESC ENFERM USP;2016
ORDUNA-M_E(2016)25:303;356417;Orduna-Malea, E; ResearchGate as a source for scientific evaluation: revealing its bibliometric applications;PROF INFORM;2016
HUH_S(2016)16:8;356476;Huh, S; Journal of Gastric Cancer's Promotion to International Journal from the Perspective of Biliometric Analysis;J GASTRIC CANCER;2016
KIM_H(2016)15:92;356549;Kim, H; Bibliometric Analysis of Collaboration Network and the Role of Research Station in Antarctic Science;IND ENG MANAG SYST;2016
SOTELO-C_N(2016)152:202;356619;Sotelo-Cruz, N; Indicators of obsolescence of the medical literature in a mexican pediatric journal;GAC MED MEX;2016
JENKINS_N(2016)87:619;356690;Jenkins, NR; Variation in the h-Index and Its Use in the Assessment of Academic Output;WORLD NEUROSURG;2016
ARAUJO_D(2016)14:1221;356741;Araujo, DFA; Bibliometric Analysis Of R&D In The Energy Sector;IEEE LAT AM T;2016
IVANOVIC_D(2016)48:36;356808;Ivanovic, D; Highly cited articles in the Information Science and Library Science category in Social Science Citation Index: A bibliometric analysis;J LIBR INF SCI;2016
AHMAD_S(2016)26:199;356900;Ahmad, SS; The hundred most cited publications in orthopaedic hip research - a bibliometric analysis;HIP INT;2016
RUEGSEGG_N(2016)41:538;356992;Ruegsegger, N; The 100 Most Influential Publications in Cervical Spine Research;SPINE;2016
LEE_C(2016)23:28;357065;Lee, CH; The academic contribution of emergency departments in Taiwan: data on scientific publications, 1992-2011;HONG KONG J EMERG ME;2016
ZOU_C(2016)106:901;357119;Zou, C; Quantifying the scientific output of new researchers using the zp-index;SCIENTOMETRICS;2016
DREW_C(2016)106:987;357199;Drew, CH; Automated Research Impact Assessment: a new bibliometrics approach;SCIENTOMETRICS;2016
DOPRADO_J(2016)106:1007;357324;do Prado, JW; Multivariate analysis of credit risk and bankruptcy research data: a bibliometric study involving different knowledge fields (1968-2014);SCIENTOMETRICS;2016
MRYGLOD_O(2016)106:1151;357471;Mryglod, O; Quantifying the evolution of a scientific topic: reaction of the academic community to the Chornobyl disaster;SCIENTOMETRICS;2016
CHINCHIL_Z(2016)106:1239;357563;Chinchilla-Rodriguez, Z; Benchmarking scientific performance by decomposing leadership of Cuban and Latin American institutions in Public Health;SCIENTOMETRICS;2016
CAO_Z(2016)32:279;357672;Cao, ZY; Scientific publications in critical care medicine journals from East Asia: A 10-year survey of the literature;PAK J MED SCI;2016
DUNIKOWS_L(2016)62:266;357737;Dunikowski, LG; Impact of family medicine research Bibliometrics and beyond;CAN FAM PHYSICIAN;2016
POURIS_A(2016)112:83;357797;Pouris, A; A bibliometric analysis of research on Ebola in Science Citation Index Expanded;S AFR J SCI;2016
DIXON_B(2016)33:7;357871;Dixon, BE; Utilizing an integrated infrastructure for outcomes research: a systematic review;HEALTH INFO LIBR J;2016
AKSNES_D(2016)73:1004;358194;Aksnes, DW; An overview of global research effort in fisheries science;ICES J MAR SCI;2016
WILLIAMS_J(2016)48:179;358272;Williams, JK; Five-Year Bibliometric Review of Genomic Nursing Science Research;J NURS SCHOLARSHIP;2016
KITTI_M(2016)46:639;358361;Kitti, M; Axioms for centrality scoring with principal eigenvectors;SOC CHOICE WELFARE;2016
MORENO_M(2016)41:148;358431;Moreno, MBG; THE EVOLUTION OF ELECTRONIC BUSINESS: A BIBLIOMETRIC ANALYSIS OF ITS ADOPTION;INTERCIENCIA;2016
BUNTROCK_R(2016)93:560;358498;Buntrock, RE; Using Citation Indexes, Citation Searching, and Bibliometrics To Improve Chemistry Scholarship, Research, and Administration;J CHEM EDUC;2016
KOCH_M(2016)35:412;358579;Koch, M; The explicit mentioning of reporting guidelines in urogynecology journals in 2013: A bibliometric study;NEUROUROL URODYNAM;2016
LIU_S(2016)31:104;358654;Liu, SY; The Emergence and Evolution of School Psychology Literature: A Scientometric Analysis From 1907 Through 2014;SCHOOL PSYCHOL QUART;2016
DIAZ_I(2016)11:0149690;358745;Diaz, I; Use of H-Index and Other Bibliometric Indicators to Evaluate Research Productivity Outcome on Swine Diseases;PLOS ONE;2016
COSTANZA_R(2016)123:68;358876;Costanza, R; Influential publications in ecological economics revisited;ECOL ECON;2016
ANDRE_P(2016)48:s11082-016-0466-5;358971;Andre, PS; On the LASERs bibliometric indicators;OPT QUANT ELECTRON;2016
DING_F(2016)25:850;359027;Ding, F; National representation in the spine literature: a bibliometric analysis of highly cited spine journals;EUR SPINE J;2016
KLIMO_P(2016)124:877;359097;Klimo, P; Bibliometrics;J NEUROSURG;2016
LOZANO_C(2016)124:878;359155;Lozano, CS; Bibliometrics Response;J NEUROSURG;2016
LOPEZ_J(2016)73:317;359201;Lopez, J; The Effect of Self-Citations on the Hirsch Index Among Full-Time Academic Hand Surgeons;J SURG EDUC;2016
MONGEON_P(2016)67:535;359299;Mongeon, P; Costly collaborations: The impact of scientific fraud on co-authors' careers;J ASSOC INF SCI TECH;2016
YAN_S(2016)67:543;359374;Yan, SL; Contributions of chinese authors in PLOS ONE;J ASSOC INF SCI TECH;2016
CHEN_T(2016)67:610;359439;Chen, TT; The congruity between linkage-based factors and content-based clustersan experimental study using multiple document corpora;J ASSOC INF SCI TECH;2016
DONNER_P(2016)67:662;359527;Donner, P; Enhanced self-citation detection by fuzzy author name matching and complementary error estimates;J ASSOC INF SCI TECH;2016
RADEV_D(2016)67:683;359586;Radev, DR; A bibliometric and network analysis of the field of computational linguistics;J ASSOC INF SCI TECH;2016
RODRIGUE_A(2016)67:731;359680;Rodriguez-Navarro, A; Research assessment based on infrequent achievements: A comparison of the United States and Europe in terms of highly cited papers and Nobel Prizes;J ASSOC INF SCI TECH;2016
